# bin_left_ns bin_right_ns counts
2851.1715 2851.8285 0
2851.8285 2852.4855 0
2852.4855 2853.1425 0
2853.1425 2853.7994 0
2853.7994 2854.4564 0
2854.4564 2855.1134 0
2855.1134 2855.7704 0
2855.7704 2856.4274 0
2856.4274 2857.0844 0
2857.0844 2857.7413 0
2857.7413 2858.3983 0
2858.3983 2859.0553 0
2859.0553 2859.7123 0
2859.7123 2860.3693 0
2860.3693 2861.0263 0
2861.0263 2861.6832 0
2861.6832 2862.3402 0
2862.3402 2862.9972 0
2862.9972 2863.6542 0
2863.6542 2864.3112 0
2864.3112 2864.9682 0
2864.9682 2865.6252 0
2865.6252 2866.2821 0
2866.2821 2866.9391 0
2866.9391 2867.5961 0
2867.5961 2868.2531 0
2868.2531 2868.9101 0
2868.9101 2869.5671 0
2869.5671 2870.2240 0
2870.2240 2870.8810 0
2870.8810 2871.5380 0
2871.5380 2872.1950 0
2872.1950 2872.8520 0
2872.8520 2873.5090 0
2873.5090 2874.1659 0
2874.1659 2874.8229 0
2874.8229 2875.4799 0
2875.4799 2876.1369 0
2876.1369 2876.7939 0
2876.7939 2877.4509 0
2877.4509 2878.1078 0
2878.1078 2878.7648 0
2878.7648 2879.4218 0
2879.4218 2880.0788 0
2880.0788 2880.7358 0
2880.7358 2881.3928 0
2881.3928 2882.0497 0
2882.0497 2882.7067 0
2882.7067 2883.3637 0
2883.3637 2884.0207 0
2884.0207 2884.6777 0
2884.6777 2885.3347 0
2885.3347 2885.9916 0
2885.9916 2886.6486 0
2886.6486 2887.3056 0
2887.3056 2887.9626 0
2887.9626 2888.6196 0
2888.6196 2889.2766 0
2889.2766 2889.9336 0
2889.9336 2890.5905 0
2890.5905 2891.2475 0
2891.2475 2891.9045 0
2891.9045 2892.5615 0
2892.5615 2893.2185 0
2893.2185 2893.8755 0
2893.8755 2894.5324 0
2894.5324 2895.1894 0
2895.1894 2895.8464 0
2895.8464 2896.5034 0
2896.5034 2897.1604 0
2897.1604 2897.8174 0
2897.8174 2898.4743 0
2898.4743 2899.1313 0
2899.1313 2899.7883 0
2899.7883 2900.4453 0
2900.4453 2901.1023 0
2901.1023 2901.7593 0
2901.7593 2902.4162 0
2902.4162 2903.0732 0
2903.0732 2903.7302 0
2903.7302 2904.3872 0
2904.3872 2905.0442 0
2905.0442 2905.7012 0
2905.7012 2906.3581 0
2906.3581 2907.0151 0
2907.0151 2907.6721 0
2907.6721 2908.3291 0
2908.3291 2908.9861 0
2908.9861 2909.6431 0
2909.6431 2910.3000 0
2910.3000 2910.9570 0
2910.9570 2911.6140 0
2911.6140 2912.2710 0
2912.2710 2912.9280 0
2912.9280 2913.5850 0
2913.5850 2914.2419 0
2914.2419 2914.8989 0
2914.8989 2915.5559 0
2915.5559 2916.2129 0
2916.2129 2916.8699 0
2916.8699 2917.5269 0
2917.5269 2918.1839 0
2918.1839 2918.8408 0
2918.8408 2919.4978 0
2919.4978 2920.1548 0
2920.1548 2920.8118 0
2920.8118 2921.4688 0
2921.4688 2922.1258 0
2922.1258 2922.7827 0
2922.7827 2923.4397 0
2923.4397 2924.0967 0
2924.0967 2924.7537 0
2924.7537 2925.4107 0
2925.4107 2926.0677 0
2926.0677 2926.7246 0
2926.7246 2927.3816 0
2927.3816 2928.0386 0
2928.0386 2928.6956 0
2928.6956 2929.3526 0
2929.3526 2930.0096 0
2930.0096 2930.6665 0
2930.6665 2931.3235 0
2931.3235 2931.9805 0
2931.9805 2932.6375 0
2932.6375 2933.2945 0
2933.2945 2933.9515 0
2933.9515 2934.6084 0
2934.6084 2935.2654 0
2935.2654 2935.9224 0
2935.9224 2936.5794 0
2936.5794 2937.2364 0
2937.2364 2937.8934 0
2937.8934 2938.5503 0
2938.5503 2939.2073 0
2939.2073 2939.8643 0
2939.8643 2940.5213 0
2940.5213 2941.1783 0
2941.1783 2941.8353 0
2941.8353 2942.4923 0
2942.4923 2943.1492 0
2943.1492 2943.8062 0
2943.8062 2944.4632 0
2944.4632 2945.1202 0
2945.1202 2945.7772 0
2945.7772 2946.4342 0
2946.4342 2947.0911 0
2947.0911 2947.7481 0
2947.7481 2948.4051 0
2948.4051 2949.0621 0
2949.0621 2949.7191 0
2949.7191 2950.3761 0
2950.3761 2951.0330 0
2951.0330 2951.6900 0
2951.6900 2952.3470 0
2952.3470 2953.0040 0
2953.0040 2953.6610 0
2953.6610 2954.3180 0
2954.3180 2954.9749 0
2954.9749 2955.6319 0
2955.6319 2956.2889 0
2956.2889 2956.9459 0
2956.9459 2957.6029 0
2957.6029 2958.2599 0
2958.2599 2958.9168 0
2958.9168 2959.5738 0
2959.5738 2960.2308 0
2960.2308 2960.8878 0
2960.8878 2961.5448 0
2961.5448 2962.2018 0
2962.2018 2962.8587 0
2962.8587 2963.5157 0
2963.5157 2964.1727 0
2964.1727 2964.8297 0
2964.8297 2965.4867 0
2965.4867 2966.1437 0
2966.1437 2966.8007 0
2966.8007 2967.4576 0
2967.4576 2968.1146 0
2968.1146 2968.7716 0
2968.7716 2969.4286 0
2969.4286 2970.0856 0
2970.0856 2970.7426 0
2970.7426 2971.3995 0
2971.3995 2972.0565 0
2972.0565 2972.7135 0
2972.7135 2973.3705 0
2973.3705 2974.0275 0
2974.0275 2974.6845 0
2974.6845 2975.3414 0
2975.3414 2975.9984 0
2975.9984 2976.6554 0
2976.6554 2977.3124 0
2977.3124 2977.9694 0
2977.9694 2978.6264 0
2978.6264 2979.2833 0
2979.2833 2979.9403 0
2979.9403 2980.5973 0
2980.5973 2981.2543 0
2981.2543 2981.9113 0
2981.9113 2982.5683 0
2982.5683 2983.2252 0
2983.2252 2983.8822 0
2983.8822 2984.5392 0
2984.5392 2985.1962 0
2985.1962 2985.8532 0
2985.8532 2986.5102 0
2986.5102 2987.1671 0
2987.1671 2987.8241 0
2987.8241 2988.4811 0
2988.4811 2989.1381 0
2989.1381 2989.7951 0
2989.7951 2990.4521 0
2990.4521 2991.1091 0
2991.1091 2991.7660 0
2991.7660 2992.4230 0
2992.4230 2993.0800 0
2993.0800 2993.7370 0
2993.7370 2994.3940 0
2994.3940 2995.0510 0
2995.0510 2995.7079 0
2995.7079 2996.3649 0
2996.3649 2997.0219 0
2997.0219 2997.6789 0
2997.6789 2998.3359 0
2998.3359 2998.9929 0
2998.9929 2999.6498 0
2999.6498 3000.3068 0
3000.3068 3000.9638 0
3000.9638 3001.6208 0
3001.6208 3002.2778 0
3002.2778 3002.9348 0
3002.9348 3003.5917 0
3003.5917 3004.2487 0
3004.2487 3004.9057 0
3004.9057 3005.5627 0
3005.5627 3006.2197 0
3006.2197 3006.8767 0
3006.8767 3007.5336 0
3007.5336 3008.1906 0
3008.1906 3008.8476 0
3008.8476 3009.5046 0
3009.5046 3010.1616 0
3010.1616 3010.8186 0
3010.8186 3011.4755 0
3011.4755 3012.1325 0
3012.1325 3012.7895 0
3012.7895 3013.4465 0
3013.4465 3014.1035 0
3014.1035 3014.7605 0
3014.7605 3015.4175 0
3015.4175 3016.0744 0
3016.0744 3016.7314 0
3016.7314 3017.3884 0
3017.3884 3018.0454 0
3018.0454 3018.7024 0
3018.7024 3019.3594 0
3019.3594 3020.0163 0
3020.0163 3020.6733 0
3020.6733 3021.3303 0
3021.3303 3021.9873 0
3021.9873 3022.6443 0
3022.6443 3023.3013 0
3023.3013 3023.9582 0
3023.9582 3024.6152 0
3024.6152 3025.2722 0
3025.2722 3025.9292 0
3025.9292 3026.5862 0
3026.5862 3027.2432 0
3027.2432 3027.9001 0
3027.9001 3028.5571 0
3028.5571 3029.2141 0
3029.2141 3029.8711 0
3029.8711 3030.5281 0
3030.5281 3031.1851 0
3031.1851 3031.8420 0
3031.8420 3032.4990 0
3032.4990 3033.1560 0
3033.1560 3033.8130 0
3033.8130 3034.4700 0
3034.4700 3035.1270 0
3035.1270 3035.7839 0
3035.7839 3036.4409 0
3036.4409 3037.0979 0
3037.0979 3037.7549 0
3037.7549 3038.4119 0
3038.4119 3039.0689 0
3039.0689 3039.7258 0
3039.7258 3040.3828 0
3040.3828 3041.0398 0
3041.0398 3041.6968 0
3041.6968 3042.3538 0
3042.3538 3043.0108 0
3043.0108 3043.6678 0
3043.6678 3044.3247 0
3044.3247 3044.9817 0
3044.9817 3045.6387 0
3045.6387 3046.2957 0
3046.2957 3046.9527 0
3046.9527 3047.6097 0
3047.6097 3048.2666 0
3048.2666 3048.9236 0
3048.9236 3049.5806 0
3049.5806 3050.2376 0
3050.2376 3050.8946 0
3050.8946 3051.5516 0
3051.5516 3052.2085 0
3052.2085 3052.8655 0
3052.8655 3053.5225 0
3053.5225 3054.1795 0
3054.1795 3054.8365 0
3054.8365 3055.4935 0
3055.4935 3056.1504 0
3056.1504 3056.8074 0
3056.8074 3057.4644 0
3057.4644 3058.1214 0
3058.1214 3058.7784 0
3058.7784 3059.4354 0
3059.4354 3060.0923 0
3060.0923 3060.7493 0
3060.7493 3061.4063 0
3061.4063 3062.0633 0
3062.0633 3062.7203 0
3062.7203 3063.3773 0
3063.3773 3064.0342 0
3064.0342 3064.6912 0
3064.6912 3065.3482 0
3065.3482 3066.0052 0
3066.0052 3066.6622 0
3066.6622 3067.3192 0
3067.3192 3067.9762 0
3067.9762 3068.6331 0
3068.6331 3069.2901 0
3069.2901 3069.9471 0
3069.9471 3070.6041 0
3070.6041 3071.2611 0
3071.2611 3071.9181 0
3071.9181 3072.5750 0
3072.5750 3073.2320 0
3073.2320 3073.8890 0
3073.8890 3074.5460 0
3074.5460 3075.2030 0
3075.2030 3075.8600 0
3075.8600 3076.5169 0
3076.5169 3077.1739 0
3077.1739 3077.8309 0
3077.8309 3078.4879 0
3078.4879 3079.1449 0
3079.1449 3079.8019 0
3079.8019 3080.4588 0
3080.4588 3081.1158 0
3081.1158 3081.7728 0
3081.7728 3082.4298 0
3082.4298 3083.0868 0
3083.0868 3083.7438 0
3083.7438 3084.4007 0
3084.4007 3085.0577 0
3085.0577 3085.7147 0
3085.7147 3086.3717 0
3086.3717 3087.0287 0
3087.0287 3087.6857 0
3087.6857 3088.3426 0
3088.3426 3088.9996 0
3088.9996 3089.6566 0
3089.6566 3090.3136 0
3090.3136 3090.9706 0
3090.9706 3091.6276 0
3091.6276 3092.2846 0
3092.2846 3092.9415 0
3092.9415 3093.5985 0
3093.5985 3094.2555 0
3094.2555 3094.9125 0
3094.9125 3095.5695 0
3095.5695 3096.2265 0
3096.2265 3096.8834 0
3096.8834 3097.5404 0
3097.5404 3098.1974 0
3098.1974 3098.8544 0
3098.8544 3099.5114 0
3099.5114 3100.1684 0
3100.1684 3100.8253 0
3100.8253 3101.4823 0
3101.4823 3102.1393 0
3102.1393 3102.7963 0
3102.7963 3103.4533 0
3103.4533 3104.1103 0
3104.1103 3104.7672 0
3104.7672 3105.4242 0
3105.4242 3106.0812 0
3106.0812 3106.7382 0
3106.7382 3107.3952 0
3107.3952 3108.0522 0
3108.0522 3108.7091 0
3108.7091 3109.3661 0
3109.3661 3110.0231 0
3110.0231 3110.6801 0
3110.6801 3111.3371 0
3111.3371 3111.9941 0
3111.9941 3112.6510 0
3112.6510 3113.3080 0
3113.3080 3113.9650 0
3113.9650 3114.6220 0
3114.6220 3115.2790 0
3115.2790 3115.9360 0
3115.9360 3116.5930 0
3116.5930 3117.2499 0
3117.2499 3117.9069 0
3117.9069 3118.5639 0
3118.5639 3119.2209 0
3119.2209 3119.8779 0
3119.8779 3120.5349 0
3120.5349 3121.1918 0
3121.1918 3121.8488 0
3121.8488 3122.5058 0
3122.5058 3123.1628 0
3123.1628 3123.8198 0
3123.8198 3124.4768 0
3124.4768 3125.1337 0
3125.1337 3125.7907 0
3125.7907 3126.4477 0
3126.4477 3127.1047 0
3127.1047 3127.7617 0
3127.7617 3128.4187 0
3128.4187 3129.0756 0
3129.0756 3129.7326 0
3129.7326 3130.3896 0
3130.3896 3131.0466 0
3131.0466 3131.7036 0
3131.7036 3132.3606 0
3132.3606 3133.0175 0
3133.0175 3133.6745 0
3133.6745 3134.3315 0
3134.3315 3134.9885 0
3134.9885 3135.6455 0
3135.6455 3136.3025 0
3136.3025 3136.9594 0
3136.9594 3137.6164 0
3137.6164 3138.2734 0
3138.2734 3138.9304 0
3138.9304 3139.5874 0
3139.5874 3140.2444 0
3140.2444 3140.9014 0
3140.9014 3141.5583 0
3141.5583 3142.2153 0
3142.2153 3142.8723 0
3142.8723 3143.5293 0
3143.5293 3144.1863 0
3144.1863 3144.8433 0
3144.8433 3145.5002 0
3145.5002 3146.1572 0
3146.1572 3146.8142 0
3146.8142 3147.4712 0
3147.4712 3148.1282 0
3148.1282 3148.7852 0
3148.7852 3149.4421 0
3149.4421 3150.0991 0
3150.0991 3150.7561 0
3150.7561 3151.4131 0
3151.4131 3152.0701 0
3152.0701 3152.7271 0
3152.7271 3153.3840 0
3153.3840 3154.0410 0
3154.0410 3154.6980 0
3154.6980 3155.3550 0
3155.3550 3156.0120 0
3156.0120 3156.6690 0
3156.6690 3157.3259 0
3157.3259 3157.9829 0
3157.9829 3158.6399 0
3158.6399 3159.2969 0
3159.2969 3159.9539 0
3159.9539 3160.6109 0
3160.6109 3161.2678 0
3161.2678 3161.9248 0
3161.9248 3162.5818 0
3162.5818 3163.2388 0
3163.2388 3163.8958 0
3163.8958 3164.5528 0
3164.5528 3165.2097 0
3165.2097 3165.8667 0
3165.8667 3166.5237 0
3166.5237 3167.1807 0
3167.1807 3167.8377 0
3167.8377 3168.4947 0
3168.4947 3169.1517 0
3169.1517 3169.8086 0
3169.8086 3170.4656 0
3170.4656 3171.1226 0
3171.1226 3171.7796 0
3171.7796 3172.4366 0
3172.4366 3173.0936 0
3173.0936 3173.7505 0
3173.7505 3174.4075 0
3174.4075 3175.0645 0
3175.0645 3175.7215 0
3175.7215 3176.3785 0
3176.3785 3177.0355 0
3177.0355 3177.6924 0
3177.6924 3178.3494 0
3178.3494 3179.0064 0
3179.0064 3179.6634 0
3179.6634 3180.3204 0
3180.3204 3180.9774 0
3180.9774 3181.6343 0
3181.6343 3182.2913 0
3182.2913 3182.9483 0
3182.9483 3183.6053 0
3183.6053 3184.2623 0
3184.2623 3184.9193 0
3184.9193 3185.5762 0
3185.5762 3186.2332 0
3186.2332 3186.8902 0
3186.8902 3187.5472 0
3187.5472 3188.2042 0
3188.2042 3188.8612 0
3188.8612 3189.5181 0
3189.5181 3190.1751 0
3190.1751 3190.8321 0
3190.8321 3191.4891 0
3191.4891 3192.1461 0
3192.1461 3192.8031 0
3192.8031 3193.4601 0
3193.4601 3194.1170 0
3194.1170 3194.7740 0
3194.7740 3195.4310 0
3195.4310 3196.0880 0
3196.0880 3196.7450 0
3196.7450 3197.4020 0
3197.4020 3198.0589 0
3198.0589 3198.7159 0
3198.7159 3199.3729 0
3199.3729 3200.0299 0
3200.0299 3200.6869 0
3200.6869 3201.3439 0
3201.3439 3202.0008 0
3202.0008 3202.6578 0
3202.6578 3203.3148 0
3203.3148 3203.9718 0
3203.9718 3204.6288 0
3204.6288 3205.2858 0
3205.2858 3205.9427 0
3205.9427 3206.5997 0
3206.5997 3207.2567 0
3207.2567 3207.9137 0
3207.9137 3208.5707 0
3208.5707 3209.2277 0
3209.2277 3209.8846 0
3209.8846 3210.5416 0
3210.5416 3211.1986 0
3211.1986 3211.8556 0
3211.8556 3212.5126 0
3212.5126 3213.1696 0
3213.1696 3213.8265 0
3213.8265 3214.4835 0
3214.4835 3215.1405 0
3215.1405 3215.7975 0
3215.7975 3216.4545 0
3216.4545 3217.1115 0
3217.1115 3217.7685 0
3217.7685 3218.4254 0
3218.4254 3219.0824 0
3219.0824 3219.7394 0
3219.7394 3220.3964 0
3220.3964 3221.0534 0
3221.0534 3221.7104 0
3221.7104 3222.3673 0
3222.3673 3223.0243 0
3223.0243 3223.6813 0
3223.6813 3224.3383 0
3224.3383 3224.9953 0
3224.9953 3225.6523 0
3225.6523 3226.3092 0
3226.3092 3226.9662 0
3226.9662 3227.6232 0
3227.6232 3228.2802 0
3228.2802 3228.9372 0
3228.9372 3229.5942 0
3229.5942 3230.2511 0
3230.2511 3230.9081 0
3230.9081 3231.5651 0
3231.5651 3232.2221 0
3232.2221 3232.8791 0
3232.8791 3233.5361 0
3233.5361 3234.1930 0
3234.1930 3234.8500 0
3234.8500 3235.5070 0
3235.5070 3236.1640 0
3236.1640 3236.8210 0
3236.8210 3237.4780 0
3237.4780 3238.1349 0
3238.1349 3238.7919 0
3238.7919 3239.4489 0
3239.4489 3240.1059 0
3240.1059 3240.7629 0
3240.7629 3241.4199 0
3241.4199 3242.0769 0
3242.0769 3242.7338 0
3242.7338 3243.3908 0
3243.3908 3244.0478 0
3244.0478 3244.7048 0
3244.7048 3245.3618 0
3245.3618 3246.0188 0
3246.0188 3246.6757 0
3246.6757 3247.3327 0
3247.3327 3247.9897 0
3247.9897 3248.6467 0
3248.6467 3249.3037 0
3249.3037 3249.9607 0
3249.9607 3250.6176 0
3250.6176 3251.2746 0
3251.2746 3251.9316 0
3251.9316 3252.5886 0
3252.5886 3253.2456 0
3253.2456 3253.9026 0
3253.9026 3254.5595 0
3254.5595 3255.2165 0
3255.2165 3255.8735 0
3255.8735 3256.5305 0
3256.5305 3257.1875 0
3257.1875 3257.8445 0
3257.8445 3258.5014 0
3258.5014 3259.1584 0
3259.1584 3259.8154 0
3259.8154 3260.4724 0
3260.4724 3261.1294 0
3261.1294 3261.7864 0
3261.7864 3262.4433 0
3262.4433 3263.1003 0
3263.1003 3263.7573 0
3263.7573 3264.4143 0
3264.4143 3265.0713 0
3265.0713 3265.7283 0
3265.7283 3266.3853 0
3266.3853 3267.0422 0
3267.0422 3267.6992 0
3267.6992 3268.3562 0
3268.3562 3269.0132 0
3269.0132 3269.6702 0
3269.6702 3270.3272 0
3270.3272 3270.9841 0
3270.9841 3271.6411 0
3271.6411 3272.2981 0
3272.2981 3272.9551 0
3272.9551 3273.6121 0
3273.6121 3274.2691 0
3274.2691 3274.9260 0
3274.9260 3275.5830 0
3275.5830 3276.2400 0
3276.2400 3276.8970 0
3276.8970 3277.5540 0
3277.5540 3278.2110 0
3278.2110 3278.8679 0
3278.8679 3279.5249 0
3279.5249 3280.1819 0
3280.1819 3280.8389 0
3280.8389 3281.4959 0
3281.4959 3282.1529 0
3282.1529 3282.8098 0
3282.8098 3283.4668 0
3283.4668 3284.1238 0
3284.1238 3284.7808 0
3284.7808 3285.4378 0
3285.4378 3286.0948 0
3286.0948 3286.7517 0
3286.7517 3287.4087 0
3287.4087 3288.0657 0
3288.0657 3288.7227 0
3288.7227 3289.3797 0
3289.3797 3290.0367 0
3290.0367 3290.6936 0
3290.6936 3291.3506 0
3291.3506 3292.0076 0
3292.0076 3292.6646 0
3292.6646 3293.3216 0
3293.3216 3293.9786 0
3293.9786 3294.6356 0
3294.6356 3295.2925 0
3295.2925 3295.9495 0
3295.9495 3296.6065 0
3296.6065 3297.2635 0
3297.2635 3297.9205 0
3297.9205 3298.5775 0
3298.5775 3299.2344 0
3299.2344 3299.8914 0
3299.8914 3300.5484 0
3300.5484 3301.2054 0
3301.2054 3301.8624 0
3301.8624 3302.5194 0
3302.5194 3303.1763 0
3303.1763 3303.8333 0
3303.8333 3304.4903 0
3304.4903 3305.1473 0
3305.1473 3305.8043 0
3305.8043 3306.4613 0
3306.4613 3307.1182 0
3307.1182 3307.7752 0
3307.7752 3308.4322 0
3308.4322 3309.0892 0
3309.0892 3309.7462 0
3309.7462 3310.4032 0
3310.4032 3311.0601 0
3311.0601 3311.7171 0
3311.7171 3312.3741 0
3312.3741 3313.0311 0
3313.0311 3313.6881 0
3313.6881 3314.3451 0
3314.3451 3315.0020 0
3315.0020 3315.6590 0
3315.6590 3316.3160 0
3316.3160 3316.9730 0
3316.9730 3317.6300 0
3317.6300 3318.2870 0
3318.2870 3318.9440 0
3318.9440 3319.6009 0
3319.6009 3320.2579 0
3320.2579 3320.9149 0
3320.9149 3321.5719 0
3321.5719 3322.2289 0
3322.2289 3322.8859 0
3322.8859 3323.5428 0
3323.5428 3324.1998 0
3324.1998 3324.8568 0
3324.8568 3325.5138 0
3325.5138 3326.1708 0
3326.1708 3326.8278 0
3326.8278 3327.4847 0
3327.4847 3328.1417 0
3328.1417 3328.7987 0
3328.7987 3329.4557 0
3329.4557 3330.1127 0
3330.1127 3330.7697 0
3330.7697 3331.4266 0
3331.4266 3332.0836 0
3332.0836 3332.7406 0
3332.7406 3333.3976 0
3333.3976 3334.0546 0
3334.0546 3334.7116 0
3334.7116 3335.3685 0
3335.3685 3336.0255 0
3336.0255 3336.6825 0
3336.6825 3337.3395 0
3337.3395 3337.9965 0
3337.9965 3338.6535 0
3338.6535 3339.3104 0
3339.3104 3339.9674 0
3339.9674 3340.6244 0
3340.6244 3341.2814 0
3341.2814 3341.9384 0
3341.9384 3342.5954 0
3342.5954 3343.2524 0
3343.2524 3343.9093 0
3343.9093 3344.5663 0
3344.5663 3345.2233 0
3345.2233 3345.8803 0
3345.8803 3346.5373 0
3346.5373 3347.1943 0
3347.1943 3347.8512 0
3347.8512 3348.5082 0
3348.5082 3349.1652 0
3349.1652 3349.8222 0
3349.8222 3350.4792 0
3350.4792 3351.1362 0
3351.1362 3351.7931 0
3351.7931 3352.4501 0
3352.4501 3353.1071 0
3353.1071 3353.7641 0
3353.7641 3354.4211 0
3354.4211 3355.0781 0
3355.0781 3355.7350 0
3355.7350 3356.3920 0
3356.3920 3357.0490 0
3357.0490 3357.7060 0
3357.7060 3358.3630 0
3358.3630 3359.0200 0
3359.0200 3359.6769 0
3359.6769 3360.3339 0
3360.3339 3360.9909 0
3360.9909 3361.6479 0
3361.6479 3362.3049 0
3362.3049 3362.9619 0
3362.9619 3363.6188 0
3363.6188 3364.2758 0
3364.2758 3364.9328 0
3364.9328 3365.5898 0
3365.5898 3366.2468 0
3366.2468 3366.9038 0
3366.9038 3367.5608 0
3367.5608 3368.2177 0
3368.2177 3368.8747 0
3368.8747 3369.5317 0
3369.5317 3370.1887 0
3370.1887 3370.8457 0
3370.8457 3371.5027 0
3371.5027 3372.1596 0
3372.1596 3372.8166 0
3372.8166 3373.4736 0
3373.4736 3374.1306 0
3374.1306 3374.7876 0
3374.7876 3375.4446 0
3375.4446 3376.1015 0
3376.1015 3376.7585 0
3376.7585 3377.4155 0
3377.4155 3378.0725 0
3378.0725 3378.7295 0
3378.7295 3379.3865 0
3379.3865 3380.0434 0
3380.0434 3380.7004 0
3380.7004 3381.3574 0
3381.3574 3382.0144 0
3382.0144 3382.6714 0
3382.6714 3383.3284 0
3383.3284 3383.9853 0
3383.9853 3384.6423 0
3384.6423 3385.2993 0
3385.2993 3385.9563 0
3385.9563 3386.6133 0
3386.6133 3387.2703 1
