# bin_left_ns bin_right_ns counts
1539.8319 1540.4889 0
1540.4889 1541.1459 0
1541.1459 1541.8029 0
1541.8029 1542.4598 1
1542.4598 1543.1168 0
1543.1168 1543.7738 0
1543.7738 1544.4308 0
1544.4308 1545.0878 0
1545.0878 1545.7448 0
1545.7448 1546.4017 0
1546.4017 1547.0587 0
1547.0587 1547.7157 0
1547.7157 1548.3727 0
1548.3727 1549.0297 0
1549.0297 1549.6867 0
1549.6867 1550.3436 0
1550.3436 1551.0006 0
1551.0006 1551.6576 0
1551.6576 1552.3146 0
1552.3146 1552.9716 0
1552.9716 1553.6286 0
1553.6286 1554.2855 0
1554.2855 1554.9425 0
1554.9425 1555.5995 0
1555.5995 1556.2565 0
1556.2565 1556.9135 0
1556.9135 1557.5705 0
1557.5705 1558.2275 0
1558.2275 1558.8844 0
1558.8844 1559.5414 0
1559.5414 1560.1984 0
1560.1984 1560.8554 0
1560.8554 1561.5124 0
1561.5124 1562.1694 0
1562.1694 1562.8263 0
1562.8263 1563.4833 0
1563.4833 1564.1403 0
1564.1403 1564.7973 1
1564.7973 1565.4543 0
1565.4543 1566.1113 0
1566.1113 1566.7682 0
1566.7682 1567.4252 0
1567.4252 1568.0822 0
1568.0822 1568.7392 0
1568.7392 1569.3962 0
1569.3962 1570.0532 0
1570.0532 1570.7101 0
1570.7101 1571.3671 0
1571.3671 1572.0241 0
1572.0241 1572.6811 0
1572.6811 1573.3381 0
1573.3381 1573.9951 0
1573.9951 1574.6520 0
1574.6520 1575.3090 0
1575.3090 1575.9660 0
1575.9660 1576.6230 0
1576.6230 1577.2800 0
1577.2800 1577.9370 0
1577.9370 1578.5939 0
1578.5939 1579.2509 0
1579.2509 1579.9079 0
1579.9079 1580.5649 0
1580.5649 1581.2219 0
1581.2219 1581.8789 0
1581.8789 1582.5358 0
1582.5358 1583.1928 0
1583.1928 1583.8498 0
1583.8498 1584.5068 0
1584.5068 1585.1638 0
1585.1638 1585.8208 0
1585.8208 1586.4778 0
1586.4778 1587.1347 0
1587.1347 1587.7917 0
1587.7917 1588.4487 0
1588.4487 1589.1057 0
1589.1057 1589.7627 0
1589.7627 1590.4197 0
1590.4197 1591.0766 0
1591.0766 1591.7336 0
1591.7336 1592.3906 0
1592.3906 1593.0476 0
1593.0476 1593.7046 0
1593.7046 1594.3616 0
1594.3616 1595.0185 0
1595.0185 1595.6755 0
1595.6755 1596.3325 0
1596.3325 1596.9895 0
1596.9895 1597.6465 0
1597.6465 1598.3035 0
1598.3035 1598.9604 0
1598.9604 1599.6174 0
1599.6174 1600.2744 0
1600.2744 1600.9314 0
1600.9314 1601.5884 0
1601.5884 1602.2454 0
1602.2454 1602.9023 0
1602.9023 1603.5593 0
1603.5593 1604.2163 0
1604.2163 1604.8733 0
1604.8733 1605.5303 0
1605.5303 1606.1873 0
1606.1873 1606.8442 0
1606.8442 1607.5012 0
1607.5012 1608.1582 0
1608.1582 1608.8152 1
1608.8152 1609.4722 0
1609.4722 1610.1292 1
1610.1292 1610.7862 0
1610.7862 1611.4431 0
1611.4431 1612.1001 0
1612.1001 1612.7571 0
1612.7571 1613.4141 0
1613.4141 1614.0711 0
1614.0711 1614.7281 0
1614.7281 1615.3850 0
1615.3850 1616.0420 0
1616.0420 1616.6990 0
1616.6990 1617.3560 0
1617.3560 1618.0130 0
1618.0130 1618.6700 0
1618.6700 1619.3269 0
1619.3269 1619.9839 0
1619.9839 1620.6409 0
1620.6409 1621.2979 0
1621.2979 1621.9549 0
1621.9549 1622.6119 0
1622.6119 1623.2688 0
1623.2688 1623.9258 0
1623.9258 1624.5828 0
1624.5828 1625.2398 0
1625.2398 1625.8968 0
1625.8968 1626.5538 0
1626.5538 1627.2107 0
1627.2107 1627.8677 0
1627.8677 1628.5247 0
1628.5247 1629.1817 0
1629.1817 1629.8387 0
1629.8387 1630.4957 0
1630.4957 1631.1526 0
1631.1526 1631.8096 0
1631.8096 1632.4666 0
1632.4666 1633.1236 0
1633.1236 1633.7806 0
1633.7806 1634.4376 0
1634.4376 1635.0946 0
1635.0946 1635.7515 0
1635.7515 1636.4085 0
1636.4085 1637.0655 0
1637.0655 1637.7225 0
1637.7225 1638.3795 0
1638.3795 1639.0365 0
1639.0365 1639.6934 0
1639.6934 1640.3504 1
1640.3504 1641.0074 0
1641.0074 1641.6644 0
1641.6644 1642.3214 0
1642.3214 1642.9784 0
1642.9784 1643.6353 0
1643.6353 1644.2923 0
1644.2923 1644.9493 0
1644.9493 1645.6063 0
1645.6063 1646.2633 0
1646.2633 1646.9203 0
1646.9203 1647.5772 0
1647.5772 1648.2342 0
1648.2342 1648.8912 0
1648.8912 1649.5482 0
1649.5482 1650.2052 0
1650.2052 1650.8622 0
1650.8622 1651.5191 0
1651.5191 1652.1761 0
1652.1761 1652.8331 0
1652.8331 1653.4901 0
1653.4901 1654.1471 0
1654.1471 1654.8041 0
1654.8041 1655.4610 0
1655.4610 1656.1180 0
1656.1180 1656.7750 0
1656.7750 1657.4320 0
1657.4320 1658.0890 0
1658.0890 1658.7460 0
1658.7460 1659.4030 0
1659.4030 1660.0599 0
1660.0599 1660.7169 0
1660.7169 1661.3739 0
1661.3739 1662.0309 0
1662.0309 1662.6879 0
1662.6879 1663.3449 0
1663.3449 1664.0018 0
1664.0018 1664.6588 0
1664.6588 1665.3158 0
1665.3158 1665.9728 0
1665.9728 1666.6298 0
1666.6298 1667.2868 0
1667.2868 1667.9437 0
1667.9437 1668.6007 0
1668.6007 1669.2577 0
1669.2577 1669.9147 0
1669.9147 1670.5717 0
1670.5717 1671.2287 0
1671.2287 1671.8856 0
1671.8856 1672.5426 0
1672.5426 1673.1996 0
1673.1996 1673.8566 0
1673.8566 1674.5136 0
1674.5136 1675.1706 0
1675.1706 1675.8275 0
1675.8275 1676.4845 0
1676.4845 1677.1415 0
1677.1415 1677.7985 0
1677.7985 1678.4555 0
1678.4555 1679.1125 0
1679.1125 1679.7694 0
1679.7694 1680.4264 0
1680.4264 1681.0834 0
1681.0834 1681.7404 0
1681.7404 1682.3974 0
1682.3974 1683.0544 0
1683.0544 1683.7114 0
1683.7114 1684.3683 0
1684.3683 1685.0253 0
1685.0253 1685.6823 0
1685.6823 1686.3393 0
1686.3393 1686.9963 0
1686.9963 1687.6533 0
1687.6533 1688.3102 0
1688.3102 1688.9672 0
1688.9672 1689.6242 0
1689.6242 1690.2812 0
1690.2812 1690.9382 0
1690.9382 1691.5952 0
1691.5952 1692.2521 0
1692.2521 1692.9091 0
1692.9091 1693.5661 0
1693.5661 1694.2231 0
1694.2231 1694.8801 0
1694.8801 1695.5371 0
1695.5371 1696.1940 0
1696.1940 1696.8510 0
1696.8510 1697.5080 0
1697.5080 1698.1650 0
1698.1650 1698.8220 0
1698.8220 1699.4790 0
1699.4790 1700.1359 0
1700.1359 1700.7929 0
1700.7929 1701.4499 0
1701.4499 1702.1069 0
1702.1069 1702.7639 0
1702.7639 1703.4209 0
1703.4209 1704.0778 0
1704.0778 1704.7348 0
1704.7348 1705.3918 0
1705.3918 1706.0488 0
1706.0488 1706.7058 0
1706.7058 1707.3628 0
1707.3628 1708.0197 0
1708.0197 1708.6767 0
1708.6767 1709.3337 0
1709.3337 1709.9907 0
1709.9907 1710.6477 0
1710.6477 1711.3047 0
1711.3047 1711.9617 0
1711.9617 1712.6186 0
1712.6186 1713.2756 0
1713.2756 1713.9326 0
1713.9326 1714.5896 0
1714.5896 1715.2466 0
1715.2466 1715.9036 0
1715.9036 1716.5605 0
1716.5605 1717.2175 0
1717.2175 1717.8745 0
1717.8745 1718.5315 1
1718.5315 1719.1885 0
1719.1885 1719.8455 0
1719.8455 1720.5024 0
1720.5024 1721.1594 0
1721.1594 1721.8164 0
1721.8164 1722.4734 0
1722.4734 1723.1304 0
1723.1304 1723.7874 0
1723.7874 1724.4443 0
1724.4443 1725.1013 0
1725.1013 1725.7583 0
1725.7583 1726.4153 0
1726.4153 1727.0723 0
1727.0723 1727.7293 0
1727.7293 1728.3862 0
1728.3862 1729.0432 0
1729.0432 1729.7002 0
1729.7002 1730.3572 0
1730.3572 1731.0142 0
1731.0142 1731.6712 0
1731.6712 1732.3281 0
1732.3281 1732.9851 0
1732.9851 1733.6421 0
1733.6421 1734.2991 0
1734.2991 1734.9561 0
1734.9561 1735.6131 0
1735.6131 1736.2701 0
1736.2701 1736.9270 0
1736.9270 1737.5840 0
1737.5840 1738.2410 0
1738.2410 1738.8980 0
1738.8980 1739.5550 0
1739.5550 1740.2120 0
1740.2120 1740.8689 0
1740.8689 1741.5259 0
1741.5259 1742.1829 0
1742.1829 1742.8399 0
1742.8399 1743.4969 0
1743.4969 1744.1539 0
1744.1539 1744.8108 0
1744.8108 1745.4678 0
1745.4678 1746.1248 0
1746.1248 1746.7818 0
1746.7818 1747.4388 0
1747.4388 1748.0958 0
1748.0958 1748.7527 0
1748.7527 1749.4097 0
1749.4097 1750.0667 0
1750.0667 1750.7237 0
1750.7237 1751.3807 0
1751.3807 1752.0377 0
1752.0377 1752.6946 0
1752.6946 1753.3516 0
1753.3516 1754.0086 0
1754.0086 1754.6656 0
1754.6656 1755.3226 0
1755.3226 1755.9796 0
1755.9796 1756.6365 0
1756.6365 1757.2935 0
1757.2935 1757.9505 0
1757.9505 1758.6075 0
1758.6075 1759.2645 0
1759.2645 1759.9215 0
1759.9215 1760.5785 0
1760.5785 1761.2354 0
1761.2354 1761.8924 0
1761.8924 1762.5494 0
1762.5494 1763.2064 0
1763.2064 1763.8634 0
1763.8634 1764.5204 0
1764.5204 1765.1773 0
1765.1773 1765.8343 0
1765.8343 1766.4913 0
1766.4913 1767.1483 0
1767.1483 1767.8053 0
1767.8053 1768.4623 0
1768.4623 1769.1192 0
1769.1192 1769.7762 0
1769.7762 1770.4332 0
1770.4332 1771.0902 0
1771.0902 1771.7472 0
1771.7472 1772.4042 0
1772.4042 1773.0611 0
1773.0611 1773.7181 0
1773.7181 1774.3751 0
1774.3751 1775.0321 0
1775.0321 1775.6891 0
1775.6891 1776.3461 0
1776.3461 1777.0030 0
1777.0030 1777.6600 0
1777.6600 1778.3170 0
1778.3170 1778.9740 0
1778.9740 1779.6310 0
1779.6310 1780.2880 0
1780.2880 1780.9449 0
1780.9449 1781.6019 0
1781.6019 1782.2589 0
1782.2589 1782.9159 0
1782.9159 1783.5729 0
1783.5729 1784.2299 0
1784.2299 1784.8869 0
1784.8869 1785.5438 0
1785.5438 1786.2008 0
1786.2008 1786.8578 0
1786.8578 1787.5148 0
1787.5148 1788.1718 0
1788.1718 1788.8288 0
1788.8288 1789.4857 0
1789.4857 1790.1427 0
1790.1427 1790.7997 0
1790.7997 1791.4567 0
1791.4567 1792.1137 0
1792.1137 1792.7707 0
1792.7707 1793.4276 0
1793.4276 1794.0846 0
1794.0846 1794.7416 0
1794.7416 1795.3986 0
1795.3986 1796.0556 0
1796.0556 1796.7126 0
1796.7126 1797.3695 0
1797.3695 1798.0265 0
1798.0265 1798.6835 0
1798.6835 1799.3405 0
1799.3405 1799.9975 0
1799.9975 1800.6545 0
1800.6545 1801.3114 0
1801.3114 1801.9684 0
1801.9684 1802.6254 0
1802.6254 1803.2824 0
1803.2824 1803.9394 0
1803.9394 1804.5964 0
1804.5964 1805.2533 0
1805.2533 1805.9103 0
1805.9103 1806.5673 0
1806.5673 1807.2243 0
1807.2243 1807.8813 0
1807.8813 1808.5383 0
1808.5383 1809.1952 0
1809.1952 1809.8522 0
1809.8522 1810.5092 0
1810.5092 1811.1662 0
1811.1662 1811.8232 0
1811.8232 1812.4802 0
1812.4802 1813.1372 0
1813.1372 1813.7941 0
1813.7941 1814.4511 0
1814.4511 1815.1081 0
1815.1081 1815.7651 0
1815.7651 1816.4221 0
1816.4221 1817.0791 0
1817.0791 1817.7360 0
1817.7360 1818.3930 0
1818.3930 1819.0500 0
1819.0500 1819.7070 0
1819.7070 1820.3640 0
1820.3640 1821.0210 0
1821.0210 1821.6779 0
1821.6779 1822.3349 0
1822.3349 1822.9919 0
1822.9919 1823.6489 0
1823.6489 1824.3059 0
1824.3059 1824.9629 0
1824.9629 1825.6198 0
1825.6198 1826.2768 0
1826.2768 1826.9338 0
1826.9338 1827.5908 0
1827.5908 1828.2478 0
1828.2478 1828.9048 0
1828.9048 1829.5617 0
1829.5617 1830.2187 0
1830.2187 1830.8757 0
1830.8757 1831.5327 0
1831.5327 1832.1897 0
1832.1897 1832.8467 0
1832.8467 1833.5036 0
1833.5036 1834.1606 0
1834.1606 1834.8176 0
1834.8176 1835.4746 0
1835.4746 1836.1316 0
1836.1316 1836.7886 0
1836.7886 1837.4456 0
1837.4456 1838.1025 0
1838.1025 1838.7595 0
1838.7595 1839.4165 0
1839.4165 1840.0735 0
1840.0735 1840.7305 0
1840.7305 1841.3875 0
1841.3875 1842.0444 0
1842.0444 1842.7014 0
1842.7014 1843.3584 0
1843.3584 1844.0154 0
1844.0154 1844.6724 0
1844.6724 1845.3294 0
1845.3294 1845.9863 0
1845.9863 1846.6433 0
1846.6433 1847.3003 0
1847.3003 1847.9573 0
1847.9573 1848.6143 0
1848.6143 1849.2713 0
1849.2713 1849.9282 0
1849.9282 1850.5852 0
1850.5852 1851.2422 0
1851.2422 1851.8992 0
1851.8992 1852.5562 0
1852.5562 1853.2132 0
1853.2132 1853.8701 0
1853.8701 1854.5271 0
1854.5271 1855.1841 0
1855.1841 1855.8411 0
1855.8411 1856.4981 0
1856.4981 1857.1551 0
1857.1551 1857.8120 0
1857.8120 1858.4690 0
1858.4690 1859.1260 0
1859.1260 1859.7830 0
1859.7830 1860.4400 0
1860.4400 1861.0970 0
1861.0970 1861.7540 0
1861.7540 1862.4109 0
1862.4109 1863.0679 0
1863.0679 1863.7249 0
1863.7249 1864.3819 0
1864.3819 1865.0389 0
1865.0389 1865.6959 0
1865.6959 1866.3528 0
1866.3528 1867.0098 0
1867.0098 1867.6668 0
1867.6668 1868.3238 0
1868.3238 1868.9808 0
1868.9808 1869.6378 0
1869.6378 1870.2947 0
1870.2947 1870.9517 1
1870.9517 1871.6087 0
1871.6087 1872.2657 0
1872.2657 1872.9227 0
1872.9227 1873.5797 0
1873.5797 1874.2366 0
1874.2366 1874.8936 0
1874.8936 1875.5506 0
1875.5506 1876.2076 0
1876.2076 1876.8646 0
1876.8646 1877.5216 0
1877.5216 1878.1785 0
1878.1785 1878.8355 0
1878.8355 1879.4925 0
1879.4925 1880.1495 0
1880.1495 1880.8065 0
1880.8065 1881.4635 0
1881.4635 1882.1204 0
1882.1204 1882.7774 0
1882.7774 1883.4344 0
1883.4344 1884.0914 0
1884.0914 1884.7484 0
1884.7484 1885.4054 0
1885.4054 1886.0624 0
1886.0624 1886.7193 0
1886.7193 1887.3763 0
1887.3763 1888.0333 0
1888.0333 1888.6903 0
1888.6903 1889.3473 0
1889.3473 1890.0043 0
1890.0043 1890.6612 0
1890.6612 1891.3182 0
1891.3182 1891.9752 0
1891.9752 1892.6322 0
1892.6322 1893.2892 0
1893.2892 1893.9462 0
1893.9462 1894.6031 0
1894.6031 1895.2601 0
1895.2601 1895.9171 0
1895.9171 1896.5741 0
1896.5741 1897.2311 0
1897.2311 1897.8881 0
1897.8881 1898.5450 0
1898.5450 1899.2020 0
1899.2020 1899.8590 0
1899.8590 1900.5160 0
1900.5160 1901.1730 0
1901.1730 1901.8300 0
1901.8300 1902.4869 0
1902.4869 1903.1439 0
1903.1439 1903.8009 0
1903.8009 1904.4579 0
1904.4579 1905.1149 0
1905.1149 1905.7719 0
1905.7719 1906.4288 0
1906.4288 1907.0858 0
1907.0858 1907.7428 0
1907.7428 1908.3998 0
1908.3998 1909.0568 0
1909.0568 1909.7138 0
1909.7138 1910.3708 0
1910.3708 1911.0277 0
1911.0277 1911.6847 0
1911.6847 1912.3417 0
1912.3417 1912.9987 0
1912.9987 1913.6557 0
1913.6557 1914.3127 0
1914.3127 1914.9696 0
1914.9696 1915.6266 0
1915.6266 1916.2836 0
1916.2836 1916.9406 0
1916.9406 1917.5976 0
1917.5976 1918.2546 0
1918.2546 1918.9115 0
1918.9115 1919.5685 0
1919.5685 1920.2255 0
1920.2255 1920.8825 0
1920.8825 1921.5395 0
1921.5395 1922.1965 0
1922.1965 1922.8534 0
1922.8534 1923.5104 0
1923.5104 1924.1674 0
1924.1674 1924.8244 0
1924.8244 1925.4814 0
1925.4814 1926.1384 0
1926.1384 1926.7953 0
1926.7953 1927.4523 0
1927.4523 1928.1093 0
1928.1093 1928.7663 0
1928.7663 1929.4233 0
1929.4233 1930.0803 0
1930.0803 1930.7372 0
1930.7372 1931.3942 0
1931.3942 1932.0512 0
1932.0512 1932.7082 0
1932.7082 1933.3652 0
1933.3652 1934.0222 0
1934.0222 1934.6791 0
1934.6791 1935.3361 0
1935.3361 1935.9931 0
1935.9931 1936.6501 0
1936.6501 1937.3071 0
1937.3071 1937.9641 0
1937.9641 1938.6211 0
1938.6211 1939.2780 0
1939.2780 1939.9350 0
1939.9350 1940.5920 0
1940.5920 1941.2490 0
1941.2490 1941.9060 0
1941.9060 1942.5630 0
1942.5630 1943.2199 0
1943.2199 1943.8769 0
1943.8769 1944.5339 0
1944.5339 1945.1909 0
1945.1909 1945.8479 1
1945.8479 1946.5049 0
1946.5049 1947.1618 0
1947.1618 1947.8188 0
1947.8188 1948.4758 0
1948.4758 1949.1328 0
1949.1328 1949.7898 0
1949.7898 1950.4468 0
1950.4468 1951.1037 0
1951.1037 1951.7607 0
1951.7607 1952.4177 0
1952.4177 1953.0747 0
1953.0747 1953.7317 0
1953.7317 1954.3887 0
1954.3887 1955.0456 0
1955.0456 1955.7026 0
1955.7026 1956.3596 0
1956.3596 1957.0166 0
1957.0166 1957.6736 0
1957.6736 1958.3306 0
1958.3306 1958.9875 0
1958.9875 1959.6445 0
1959.6445 1960.3015 0
1960.3015 1960.9585 0
1960.9585 1961.6155 0
1961.6155 1962.2725 0
1962.2725 1962.9295 0
1962.9295 1963.5864 0
1963.5864 1964.2434 0
1964.2434 1964.9004 0
1964.9004 1965.5574 0
1965.5574 1966.2144 0
1966.2144 1966.8714 0
1966.8714 1967.5283 0
1967.5283 1968.1853 0
1968.1853 1968.8423 0
1968.8423 1969.4993 0
1969.4993 1970.1563 0
1970.1563 1970.8133 0
1970.8133 1971.4702 0
1971.4702 1972.1272 0
1972.1272 1972.7842 0
1972.7842 1973.4412 0
1973.4412 1974.0982 0
1974.0982 1974.7552 0
1974.7552 1975.4121 0
1975.4121 1976.0691 0
1976.0691 1976.7261 0
1976.7261 1977.3831 0
1977.3831 1978.0401 0
1978.0401 1978.6971 0
1978.6971 1979.3540 0
1979.3540 1980.0110 0
1980.0110 1980.6680 0
1980.6680 1981.3250 0
1981.3250 1981.9820 0
1981.9820 1982.6390 0
1982.6390 1983.2959 0
1983.2959 1983.9529 0
1983.9529 1984.6099 0
1984.6099 1985.2669 0
1985.2669 1985.9239 0
1985.9239 1986.5809 0
1986.5809 1987.2379 0
1987.2379 1987.8948 0
1987.8948 1988.5518 0
1988.5518 1989.2088 0
1989.2088 1989.8658 0
1989.8658 1990.5228 0
1990.5228 1991.1798 0
1991.1798 1991.8367 0
1991.8367 1992.4937 0
1992.4937 1993.1507 0
1993.1507 1993.8077 0
1993.8077 1994.4647 0
1994.4647 1995.1217 0
1995.1217 1995.7786 0
1995.7786 1996.4356 0
1996.4356 1997.0926 0
1997.0926 1997.7496 0
1997.7496 1998.4066 0
1998.4066 1999.0636 0
1999.0636 1999.7205 0
1999.7205 2000.3775 0
2000.3775 2001.0345 0
2001.0345 2001.6915 0
2001.6915 2002.3485 0
2002.3485 2003.0055 0
2003.0055 2003.6624 0
2003.6624 2004.3194 0
2004.3194 2004.9764 0
2004.9764 2005.6334 0
2005.6334 2006.2904 0
2006.2904 2006.9474 0
2006.9474 2007.6043 0
2007.6043 2008.2613 0
2008.2613 2008.9183 0
2008.9183 2009.5753 0
2009.5753 2010.2323 0
2010.2323 2010.8893 0
2010.8893 2011.5463 0
2011.5463 2012.2032 0
2012.2032 2012.8602 0
2012.8602 2013.5172 0
2013.5172 2014.1742 0
2014.1742 2014.8312 0
2014.8312 2015.4882 0
2015.4882 2016.1451 0
2016.1451 2016.8021 0
2016.8021 2017.4591 0
2017.4591 2018.1161 0
2018.1161 2018.7731 0
2018.7731 2019.4301 0
2019.4301 2020.0870 0
2020.0870 2020.7440 0
2020.7440 2021.4010 0
2021.4010 2022.0580 0
2022.0580 2022.7150 0
2022.7150 2023.3720 0
2023.3720 2024.0289 0
2024.0289 2024.6859 0
2024.6859 2025.3429 0
2025.3429 2025.9999 0
2025.9999 2026.6569 0
2026.6569 2027.3139 0
2027.3139 2027.9708 0
2027.9708 2028.6278 0
2028.6278 2029.2848 0
2029.2848 2029.9418 0
2029.9418 2030.5988 0
2030.5988 2031.2558 0
2031.2558 2031.9127 0
2031.9127 2032.5697 0
2032.5697 2033.2267 0
2033.2267 2033.8837 0
2033.8837 2034.5407 0
2034.5407 2035.1977 0
2035.1977 2035.8547 0
2035.8547 2036.5116 0
2036.5116 2037.1686 0
2037.1686 2037.8256 0
2037.8256 2038.4826 0
2038.4826 2039.1396 0
2039.1396 2039.7966 0
2039.7966 2040.4535 0
2040.4535 2041.1105 0
2041.1105 2041.7675 0
2041.7675 2042.4245 0
2042.4245 2043.0815 0
2043.0815 2043.7385 0
2043.7385 2044.3954 0
2044.3954 2045.0524 0
2045.0524 2045.7094 0
2045.7094 2046.3664 0
2046.3664 2047.0234 0
2047.0234 2047.6804 0
2047.6804 2048.3373 0
2048.3373 2048.9943 1
2048.9943 2049.6513 0
2049.6513 2050.3083 0
2050.3083 2050.9653 0
2050.9653 2051.6223 0
2051.6223 2052.2792 0
2052.2792 2052.9362 0
2052.9362 2053.5932 0
2053.5932 2054.2502 0
2054.2502 2054.9072 0
2054.9072 2055.5642 0
2055.5642 2056.2211 0
2056.2211 2056.8781 0
2056.8781 2057.5351 0
2057.5351 2058.1921 0
2058.1921 2058.8491 0
2058.8491 2059.5061 0
2059.5061 2060.1630 0
2060.1630 2060.8200 0
2060.8200 2061.4770 0
2061.4770 2062.1340 0
2062.1340 2062.7910 0
2062.7910 2063.4480 0
2063.4480 2064.1050 0
2064.1050 2064.7619 0
2064.7619 2065.4189 0
2065.4189 2066.0759 0
2066.0759 2066.7329 0
2066.7329 2067.3899 0
2067.3899 2068.0469 0
2068.0469 2068.7038 0
2068.7038 2069.3608 0
2069.3608 2070.0178 0
2070.0178 2070.6748 0
2070.6748 2071.3318 0
2071.3318 2071.9888 0
2071.9888 2072.6457 0
2072.6457 2073.3027 0
2073.3027 2073.9597 0
2073.9597 2074.6167 0
2074.6167 2075.2737 0
2075.2737 2075.9307 0
2075.9307 2076.5876 0
2076.5876 2077.2446 0
2077.2446 2077.9016 0
2077.9016 2078.5586 0
2078.5586 2079.2156 0
2079.2156 2079.8726 0
2079.8726 2080.5295 0
2080.5295 2081.1865 0
2081.1865 2081.8435 0
2081.8435 2082.5005 0
2082.5005 2083.1575 0
2083.1575 2083.8145 0
2083.8145 2084.4714 0
2084.4714 2085.1284 0
2085.1284 2085.7854 0
2085.7854 2086.4424 0
2086.4424 2087.0994 0
2087.0994 2087.7564 0
2087.7564 2088.4134 0
2088.4134 2089.0703 0
2089.0703 2089.7273 0
2089.7273 2090.3843 0
2090.3843 2091.0413 0
2091.0413 2091.6983 0
2091.6983 2092.3553 0
2092.3553 2093.0122 0
2093.0122 2093.6692 1
2093.6692 2094.3262 0
2094.3262 2094.9832 0
2094.9832 2095.6402 0
2095.6402 2096.2972 0
2096.2972 2096.9541 0
2096.9541 2097.6111 0
2097.6111 2098.2681 0
2098.2681 2098.9251 0
2098.9251 2099.5821 0
2099.5821 2100.2391 0
2100.2391 2100.8960 0
2100.8960 2101.5530 0
2101.5530 2102.2100 0
2102.2100 2102.8670 0
2102.8670 2103.5240 0
2103.5240 2104.1810 0
2104.1810 2104.8379 0
2104.8379 2105.4949 0
2105.4949 2106.1519 0
2106.1519 2106.8089 0
2106.8089 2107.4659 0
2107.4659 2108.1229 0
2108.1229 2108.7798 0
2108.7798 2109.4368 0
2109.4368 2110.0938 0
2110.0938 2110.7508 0
2110.7508 2111.4078 0
2111.4078 2112.0648 0
2112.0648 2112.7218 0
2112.7218 2113.3787 0
2113.3787 2114.0357 0
2114.0357 2114.6927 0
2114.6927 2115.3497 0
2115.3497 2116.0067 0
2116.0067 2116.6637 0
2116.6637 2117.3206 0
2117.3206 2117.9776 0
2117.9776 2118.6346 0
2118.6346 2119.2916 0
2119.2916 2119.9486 0
2119.9486 2120.6056 0
2120.6056 2121.2625 0
2121.2625 2121.9195 0
2121.9195 2122.5765 0
2122.5765 2123.2335 0
2123.2335 2123.8905 0
2123.8905 2124.5475 0
2124.5475 2125.2044 0
2125.2044 2125.8614 0
2125.8614 2126.5184 0
2126.5184 2127.1754 0
2127.1754 2127.8324 0
2127.8324 2128.4894 0
2128.4894 2129.1463 0
2129.1463 2129.8033 0
2129.8033 2130.4603 0
2130.4603 2131.1173 0
2131.1173 2131.7743 0
2131.7743 2132.4313 0
2132.4313 2133.0882 0
2133.0882 2133.7452 0
2133.7452 2134.4022 0
2134.4022 2135.0592 0
2135.0592 2135.7162 0
2135.7162 2136.3732 0
2136.3732 2137.0302 0
2137.0302 2137.6871 0
2137.6871 2138.3441 0
2138.3441 2139.0011 0
2139.0011 2139.6581 0
2139.6581 2140.3151 0
2140.3151 2140.9721 0
2140.9721 2141.6290 0
2141.6290 2142.2860 0
2142.2860 2142.9430 0
2142.9430 2143.6000 0
2143.6000 2144.2570 0
2144.2570 2144.9140 0
2144.9140 2145.5709 0
2145.5709 2146.2279 0
2146.2279 2146.8849 0
2146.8849 2147.5419 0
2147.5419 2148.1989 0
2148.1989 2148.8559 0
2148.8559 2149.5128 0
2149.5128 2150.1698 0
2150.1698 2150.8268 0
2150.8268 2151.4838 0
2151.4838 2152.1408 0
2152.1408 2152.7978 0
2152.7978 2153.4547 0
2153.4547 2154.1117 0
2154.1117 2154.7687 0
2154.7687 2155.4257 0
2155.4257 2156.0827 0
2156.0827 2156.7397 0
2156.7397 2157.3966 0
2157.3966 2158.0536 0
2158.0536 2158.7106 0
2158.7106 2159.3676 0
2159.3676 2160.0246 0
2160.0246 2160.6816 0
2160.6816 2161.3386 0
2161.3386 2161.9955 0
2161.9955 2162.6525 0
2162.6525 2163.3095 0
2163.3095 2163.9665 0
2163.9665 2164.6235 0
2164.6235 2165.2805 0
2165.2805 2165.9374 0
2165.9374 2166.5944 0
2166.5944 2167.2514 0
2167.2514 2167.9084 0
2167.9084 2168.5654 0
2168.5654 2169.2224 0
2169.2224 2169.8793 0
2169.8793 2170.5363 0
2170.5363 2171.1933 0
2171.1933 2171.8503 0
2171.8503 2172.5073 0
2172.5073 2173.1643 0
2173.1643 2173.8212 0
2173.8212 2174.4782 0
2174.4782 2175.1352 0
2175.1352 2175.7922 0
2175.7922 2176.4492 0
2176.4492 2177.1062 0
2177.1062 2177.7631 0
2177.7631 2178.4201 0
2178.4201 2179.0771 0
2179.0771 2179.7341 0
2179.7341 2180.3911 0
2180.3911 2181.0481 0
2181.0481 2181.7050 0
2181.7050 2182.3620 0
2182.3620 2183.0190 0
2183.0190 2183.6760 0
2183.6760 2184.3330 0
2184.3330 2184.9900 0
2184.9900 2185.6469 0
2185.6469 2186.3039 0
2186.3039 2186.9609 0
2186.9609 2187.6179 0
2187.6179 2188.2749 0
2188.2749 2188.9319 0
2188.9319 2189.5889 0
2189.5889 2190.2458 0
2190.2458 2190.9028 0
2190.9028 2191.5598 0
2191.5598 2192.2168 0
2192.2168 2192.8738 0
2192.8738 2193.5308 0
2193.5308 2194.1877 0
2194.1877 2194.8447 0
2194.8447 2195.5017 0
